Id,TARGET_5Yrs
0,0.6280668
1,0.53201175
2,0.908968
3,0.96336097
4,0.7125419
5,0.92884547
6,0.4345107
7,0.60143447
8,0.62190956
9,0.37868986
10,0.6382845
11,0.95222294
12,0.6724255
13,0.91465694
14,0.96615744
15,0.95596975
16,0.9500558
17,0.54734486
18,0.10559114
19,0.816045
20,0.98274165
21,0.957343
22,0.9521379
23,0.4152606
24,0.953948
25,0.8491435
26,0.929107
27,0.98641044
28,0.7827596
29,0.79098517
30,0.74248224
31,0.75012064
32,0.393719
33,0.77138937
34,0.17363125
35,0.57695603
36,0.31537756
37,0.55146986
38,0.757284
39,0.92460907
40,0.9827443
41,0.5460481
42,0.59510374
43,0.72231126
44,0.66961145
45,0.8362956
46,0.76534736
47,0.6131062
48,0.7120308
49,0.61178595
50,0.779903
51,0.494294
52,0.8567306
53,0.20687196
54,0.9782049
55,0.33614028
56,0.92391545
57,0.18090576
58,0.8983882
59,0.99023217
60,0.96802753
61,0.56366956
62,0.57962155
63,0.98768383
64,0.4939695
65,0.17732607
66,0.5702622
67,0.24154738
68,0.29186413
69,0.8261677
70,0.9243727
71,0.5249164
72,0.7239719
73,0.34048888
74,0.78955
75,0.61959136
76,0.6158708
77,0.57871616
78,0.72683954
79,0.9510516
80,0.7547549
81,0.8105138
82,0.7902989
83,0.43567872
84,0.40967286
85,0.11785916
86,0.8518088
87,0.82853234
88,0.316034
89,0.9121944
90,0.72354007
91,0.6705724
92,0.9604488
93,0.8056739
94,0.76983523
95,0.8694814
96,0.85694945
97,0.94427556
98,0.22864753
99,0.92687744
100,0.86296797
101,0.8092491
102,0.9429261
103,0.5947653
104,0.5504701
105,0.58309424
106,0.8682519
107,0.32712984
108,0.84429437
109,0.6641799
110,0.96245956
111,0.7102545
112,0.35900986
113,0.93620706
114,0.7715451
115,0.9875609
116,0.63587654
117,0.4874637
118,0.44854885
119,0.5229827
120,0.98718446
121,0.7005928
122,0.9625384
123,0.6067816
124,0.7620805
125,0.96655333
126,0.63968515
127,0.87069625
128,0.95548934
129,0.4933178
130,0.31917122
131,0.9250785
132,0.6063659
133,0.7011153
134,0.5134529
135,0.86185634
136,0.9397691
137,0.9778503
138,0.61016595
139,0.3946877
140,0.96511847
141,0.86775345
142,0.62681544
143,0.3818206
144,0.8310933
145,0.75295436
146,0.25669384
147,0.38670096
148,0.9134772
149,0.40653282
150,0.8968266
151,0.7301882
152,0.62213
153,0.7709661
154,0.9163205
155,0.95717454
156,0.43575737
157,0.5996226
158,0.9480495
159,0.3742734
160,0.8038809
161,0.94371593
162,0.6904818
163,0.53558266
164,0.6007289
165,0.9732624
166,0.9862867
167,0.73285365
168,0.9685184
169,0.9471873
170,0.79352975
171,0.5797333
172,0.8725991
173,0.7260747
174,0.7519021
175,0.8886091
176,0.6778053
177,0.61789155
178,0.5569182
179,0.28843397
180,0.7891015
181,0.9914209
182,0.93464434
183,0.10181291
184,0.6398213
185,0.46704155
186,0.12712808
187,0.77606833
188,0.9392984
189,0.50562465
190,0.69062495
191,0.62932426
192,0.30333605
193,0.6997488
194,0.8323285
195,0.6291713
196,0.9341447
197,0.51630634
198,0.7115955
199,0.59585315
200,0.78518957
201,0.43095428
202,0.3284909
203,0.79980606
204,0.4903076
205,0.267915
206,0.78209907
207,0.88012713
208,0.63639665
209,0.97409046
210,0.5478329
211,0.92450327
212,0.9488032
213,0.88391453
214,0.71514463
215,0.931055
216,0.35379428
217,0.5954686
218,0.64633083
219,0.95815295
220,0.914411
221,0.86267877
222,0.80555105
223,0.44430038
224,0.6818791
225,0.58991975
226,0.84805226
227,0.6363742
228,0.5971794
229,0.56353754
230,0.8339198
231,0.43499544
232,0.9105325
233,0.8343957
234,0.7158697
235,0.9777475
236,0.7297158
237,0.23666511
238,0.7538591
239,0.9311575
240,0.9845071
241,0.5358368
242,0.85297835
243,0.8594726
244,0.8394797
245,0.5754973
246,0.5853988
247,0.5329569
248,0.6299347
249,0.7882847
250,0.50385064
251,0.5335064
252,0.64902574
253,0.94152516
254,0.6723471
255,0.9214724
256,0.7398473
257,0.74101704
258,0.31129035
259,0.8431411
260,0.9744116
261,0.3497648
262,0.9654007
263,0.5859989
264,0.75397944
265,0.68398756
266,0.91798604
267,0.56407267
268,0.7413194
269,0.6357554
270,0.7903136
271,0.6121671
272,0.7865172
273,0.86474925
274,0.86927736
275,0.767073
276,0.35863528
277,0.89173126
278,0.8919721
279,0.5386456
280,0.68776065
