Id,TARGET_5Yrs
0,0.9560604
1,0.8883779
2,0.99442744
3,0.99552554
4,0.9489044
5,0.9938553
6,0.96344733
7,0.9093471
8,0.9786421
9,0.8834968
10,0.8690318
11,0.9937216
12,0.9802136
13,0.99636567
14,0.9966503
15,0.9990482
16,0.9973954
17,0.958355
18,0.4648036
19,0.98343027
20,0.9992925
21,0.99556375
22,0.9949334
23,0.7650895
24,0.9656295
25,0.98531866
26,0.8305026
27,0.9971896
28,0.99225396
29,0.9863739
30,0.9438953
31,0.91667575
32,0.74929154
33,0.93854433
34,0.81262684
35,0.89114237
36,0.95221007
37,0.70903206
38,0.98521763
39,0.996831
40,0.99747366
41,0.85551214
42,0.9445567
43,0.82797474
44,0.91212356
45,0.9331515
46,0.91819143
47,0.97138476
48,0.87784463
49,0.9311484
50,0.96315366
51,0.98852366
52,0.9724452
53,0.75130105
54,0.9996444
55,0.96991616
56,0.99692506
57,0.4734344
58,0.99341005
59,0.999619
60,0.9987017
61,0.9794444
62,0.9396395
63,0.9927861
64,0.94188017
65,0.57774204
66,0.8860229
67,0.8014301
68,0.92752403
69,0.99386024
70,0.99660254
71,0.87193024
72,0.9670086
73,0.8234521
74,0.95690244
75,0.7943744
76,0.949811
77,0.8145256
78,0.97882164
79,0.9631072
80,0.98806363
81,0.9497123
82,0.99250484
83,0.9406994
84,0.48551592
85,0.104724586
86,0.9710281
87,0.8366339
88,0.46400976
89,0.9628514
90,0.99383074
91,0.7017976
92,0.9868066
93,0.97025687
94,0.9350089
95,0.9777565
96,0.9938735
97,0.9943732
98,0.4603153
99,0.9429711
100,0.98279184
101,0.98580027
102,0.990198
103,0.9873197
104,0.9355672
105,0.9595585
106,0.957497
107,0.62849736
108,0.9959573
109,0.7504146
110,0.9775865
111,0.9729533
112,0.5112056
113,0.9937737
114,0.98608243
115,0.999595
116,0.9186746
117,0.91674346
118,0.87812895
119,0.91212523
120,0.99381375
121,0.42811128
122,0.9946398
123,0.93984425
124,0.9508531
125,0.9947254
126,0.81528765
127,0.9621595
128,0.9986369
129,0.81627226
130,0.8775159
131,0.95593065
132,0.84823364
133,0.86425483
134,0.63415617
135,0.9863305
136,0.98719877
137,0.9991572
138,0.95691556
139,0.6968491
140,0.9802951
141,0.9961671
142,0.9432567
143,0.9124732
144,0.9603227
145,0.9871158
146,0.41540116
147,0.73707384
148,0.9979569
149,0.85153073
150,0.938079
151,0.89953536
152,0.92854446
153,0.93192697
154,0.9851324
155,0.9980415
156,0.9016467
157,0.98319054
158,0.999569
159,0.8394659
160,0.902342
161,0.99557084
162,0.8277449
163,0.88726914
164,0.9818258
165,0.9980616
166,0.9987575
167,0.9255406
168,0.9963037
169,0.99316823
170,0.97304916
171,0.93890005
172,0.96990216
173,0.94729364
174,0.9685522
175,0.993899
176,0.8410742
177,0.9215453
178,0.967491
179,0.6817052
180,0.97553873
181,0.9995022
182,0.96365607
183,0.16497509
184,0.9836098
185,0.90267164
186,0.021925097
187,0.9929274
188,0.9890667
189,0.69500345
190,0.88340557
191,0.8842874
192,0.6714337
193,0.9925007
194,0.9899428
195,0.75845295
196,0.998321
197,0.8659852
198,0.909399
199,0.90547323
200,0.9166959
201,0.96613073
202,0.63008225
203,0.8946971
204,0.9436731
205,0.56197137
206,0.9412998
207,0.9961398
208,0.9470878
209,0.9977502
210,0.90694
211,0.9928203
212,0.9976283
213,0.9910417
214,0.9874795
215,0.99662685
216,0.72428024
217,0.8849528
218,0.62204707
219,0.9751331
